LanguageHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith,MiscTechHaveWorkedWith,DevType,cluster
C#;Clojure;HTML/CSS;JavaScript,Angular;ASP.NET;ASP.NET CORE;jQuery,MSBuild;NuGet;Visual Studio Solution,.NET (5+) ;.NET Framework (1.0 - 4.8),Full-Stack Developer,0
Assembly;Bash/Shell (all shells);C;Python,,Cargo;CMake;Docker;Make,Opencv;Pandas,Qa Or Test Developer,3
C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,Angular;ASP.NET CORE;Express;NestJS;Next.js;Node.js;React,Docker;Gradle;Homebrew;Maven (build tool);MSBuild;npm;NuGet;Pip;Terraform;Visual Studio Solution;Webpack;Yarn,.NET (5+) ;.NET Framework (1.0 - 4.8),Full-Stack Developer,0
C#;Dart;HTML/CSS;JavaScript;Kotlin;SQL;Swift;TypeScript,Angular;ASP.NET;ASP.NET CORE;jQuery;Vue.js,Homebrew;npm;NuGet,.NET (5+) ;.NET Framework (1.0 - 4.8);Flutter,Full-Stack Developer,0
R;SQL,,,Tidyverse,Data Scientist Or Machine Learning Specialist,6
Go;Java;SQL,Spring Boot,Ansible;Docker;Kubernetes,RabbitMQ,Back-End Developer,5
C;C#;HTML/CSS;JavaScript;Kotlin;Lua;Python;Rust;SQL;TypeScript;Visual Basic (.Net),Angular;Django;FastAPI;Svelte,Cargo;Kubernetes;npm;NuGet;Pacman;Pip;pnpm;Vite,.NET Framework (1.0 - 4.8);Apache Kafka;NumPy;Opencv;Pandas;RabbitMQ;Torch/PyTorch,Full-Stack Developer,0
C++;Objective-C;Python;SQL,,,,Game Or Graphics Developer,3
Bash/Shell (all shells);Dart;Go;TypeScript,Angular;Node.js;React;Svelte;Vue.js,APT;Chocolatey;Docker;Homebrew;Kubernetes;npm;Podman;Vite;Webpack;Yarn,Flutter;React Native,Front-End Developer,2
Bash/Shell (all shells);PowerShell;Python,Django;FastAPI,CMake;Docker;Make,Pandas,Back-End Developer,3
HTML/CSS;JavaScript;Ruby;TypeScript,jQuery;Next.js;Node.js;React;Ruby on Rails,Docker;npm;Webpack;Yarn,,Full-Stack Developer,3
Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Python;SQL;TypeScript,Express;Flask;Next.js;Node.js;Nuxt.js;React,Cargo;Docker;Homebrew;Kubernetes;npm;Pip;pnpm;Pulumi;Terraform;Vite,Apache Spark;Pandas,Data Engineer,6
Bash/Shell (all shells);HTML/CSS;JavaScript;SQL,Express;Node.js;React,npm;Vite;Webpack,,Full-Stack Developer,3
Bash/Shell (all shells);Python;SQL,FastAPI,Docker;Make;Pip,Keras;NumPy;Opencv;Pandas;TensorFlow,Data Scientist Or Machine Learning Specialist,6
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,ASP.NET CORE;Flask;jQuery;Node.js;React,Docker,.NET (5+) ,Engineering Manager,6
C;C#;C++;Delphi;Java,,Ansible;CMake;GNU GCC;Make;MSBuild;MSVC;NuGet;Visual Studio Solution,.NET (5+) ;.NET Framework (1.0 - 4.8),Desktop Or Enterprise Applications Developer,0
Bash/Shell (all shells);Groovy;JavaScript;TypeScript,Express;Node.js,Docker;Homebrew;Kubernetes;Make;npm;Terraform,,Cloud Infrastructure Engineer,6
Bash/Shell (all shells);Perl;PHP;Python;Ruby;SQL,,Kubernetes;Puppet;Terraform,Apache Kafka,Cloud Infrastructure Engineer,6
C++,,CMake;Ninja,Qt,Desktop Or Enterprise Applications Developer,1
Bash/Shell (all shells);C;C++;Go;Haskell;HTML/CSS;Java;JavaScript;Kotlin;Rust;SQL;Swift;TypeScript,Next.js;Node.js;React,Cargo;Gradle;Homebrew;npm;Yarn,OpenGL,Full-Stack Developer,3
C#;SQL;Visual Basic (.Net),ASP.NET,Visual Studio Solution,.NET (5+) ,Back-End Developer,0
Python,,,Keras;NumPy;Pandas;Scikit-Learn;TensorFlow,Data Scientist Or Machine Learning Specialist,6
HTML/CSS;Java;JavaScript;MATLAB;Python;TypeScript,Angular;AngularJS;Django;Express,,Ionic,Front-End Developer,2
HTML/CSS;JavaScript;Rust;SQL;TypeScript,Node.js;React;Vue.js,Docker;npm;pnpm;Vite;Webpack,Tauri,Full-Stack Developer,3
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Express;Node.js;Svelte,CMake;GNU GCC;LLVM's Clang;Nix;npm;Webpack;Yarn,,Desktop Or Enterprise Applications Developer,1
HTML/CSS;JavaScript;Python;SQL;TypeScript,Deno;Django;Fastify;NestJS;Next.js;Node.js;React;Svelte,Chocolatey;Docker;Gradle;Homebrew;Maven (build tool);npm;pnpm;Webpack;Yarn,Flutter;React Native,Front-End Developer,2
HTML/CSS;JavaScript;TypeScript,Angular;Express;Nuxt.js;Vue.js,Vite;Webpack;Yarn,,Full-Stack Developer,3
Bash/Shell (all shells);C;Go;Rust;Scala;SQL,Django;Play Framework,Cargo;Docker;Homebrew;Kubernetes;Pip,Spring Framework,Back-End Developer,5
C#;HTML/CSS;JavaScript;SQL;TypeScript,Angular;ASP.NET;ASP.NET CORE;jQuery;Next.js;Node.js;React,npm;Webpack,.NET (5+) ;.NET Framework (1.0 - 4.8);Electron;React Native,Engineering Manager,0
Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Haskell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;VBA;Visual Basic (.Net),ASP.NET;ASP.NET CORE;Express;Flask;jQuery;React;Spring Boot;WordPress,Ansible;APT;Cargo;Chocolatey;CMake;Composer;Docker;GNU GCC;Gradle;LLVM's Clang;Make;Maven (build tool);npm;NuGet;Pacman;Pip;Vite;Webpack;Yarn,.NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;Apache Kafka;Capacitor;Cordova;CUDA;Electron;Flutter;Hugging Face Transformers;Ionic;Keras;NumPy;Pandas;Qt;Scikit-Learn;Spring Framework;TensorFlow;Torch/PyTorch,Desktop Or Enterprise Applications Developer,0
Bash/Shell (all shells);C++;MATLAB;Python,,CMake;Make;Pip,NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Data Scientist Or Machine Learning Specialist,6
C#;Java;JavaScript;SQL;TypeScript,Express;Node.js;Spring Boot,Kubernetes;Maven (build tool);npm,,Back-End Developer,5
C#;HTML/CSS;JavaScript;SQL,ASP.NET;ASP.NET CORE,Visual Studio Solution,.NET (5+) ;.NET Framework (1.0 - 4.8),Designer,0
Delphi;HTML/CSS;SQL,jQuery;WordPress,GNU GCC;LLVM's Clang;MSBuild,,Full-Stack Developer,3
Go;HTML/CSS;JavaScript;Lua;SQL;TypeScript,Express;NestJS;Next.js;Node.js;React,Docker;npm;Pacman;Terraform;Webpack;Yarn,,Back-End Developer,3
C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Angular;ASP.NET;ASP.NET CORE;React,Docker;MSBuild;npm;Visual Studio Solution;Webpack;Yarn,.NET (5+) ;.NET Framework (1.0 - 4.8),Full-Stack Developer,0
C#;PowerShell;SQL,ASP.NET;ASP.NET CORE,Docker;MSBuild;npm;NuGet;Terraform;Visual Studio Solution;Webpack,.NET (5+) ,Back-End Developer,0
Go;JavaScript;Perl;TypeScript,,,,Security Professional,3
C#;JavaScript;PowerShell;SQL,ASP.NET;ASP.NET CORE;Blazor;jQuery,MSBuild;NuGet;Visual Studio Solution,.NET (5+) ;.NET Framework (1.0 - 4.8);Apache Kafka,Full-Stack Developer,0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;TypeScript,Express;Node.js;React;Remix,Cargo;Docker;Terraform;Vite;Webpack;Yarn,,Full-Stack Developer,3
Python;Rust,,Docker,,Back-End Developer,3
Assembly;C;C++,,CMake;GNU GCC;Google Test;LLVM's Clang;QMake,Qt,Back-End Developer,3
Assembly;Bash/Shell (all shells);C;C++;Python;SQL,,CMake;GNU GCC;Ninja,NumPy;Qt,Hardware Engineer,6
HTML/CSS;JavaScript,jQuery;Node.js,npm,,Front-End Developer,2
C#;HTML/CSS;JavaScript;SQL,ASP.NET;ASP.NET CORE;React,Docker;npm;Webpack;Yarn,.NET (5+) ,Full-Stack Developer,0
Bash/Shell (all shells);C;C#;HTML/CSS;Java;Kotlin;Python;Rust,,Cargo;Chocolatey;CMake;Make;Maven (build tool);Meson;NuGet;Pacman;Pip,OpenGL;Tauri,Embedded Applications Or Devices Developer,1
JavaScript;PHP;SQL,Laravel;React;Vue.js;WordPress,npm;Vite;Webpack,,Full-Stack Developer,3
C#;HTML/CSS;JavaScript;SQL;TypeScript,Angular;AngularJS;ASP.NET;ASP.NET CORE;jQuery,MSBuild;NuGet;Webpack,.NET Framework (1.0 - 4.8),Full-Stack Developer,0
C#,ASP.NET CORE,Docker;Kubernetes;MSBuild;Unity 3D;Visual Studio Solution,.NET (5+) ;Xamarin,Back-End Developer,0
Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;SQL;TypeScript,Deno;Express;Node.js;React;Remix;Solid.js;Svelte;Vue.js,APT;Bun;Docker;Kubernetes;npm;Pacman;Pip;Vite;Webpack;Yarn,Electron;Flutter;Tauri,Full-Stack Developer,3
Bash/Shell (all shells);Perl;Python;SQL,Django,APT;Docker;Pip,NumPy;Pandas,Back-End Developer,3
Python;Ruby,FastAPI;Flask;Node.js;Ruby on Rails,Docker;Terraform,Hugging Face Transformers,Data Engineer,6
HTML/CSS;JavaScript;PHP;SQL,jQuery;Laravel;React,Composer;Docker;npm,,Full-Stack Developer,3
HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Express;jQuery;Laravel;NestJS;Node.js;React,npm;NuGet;Webpack;Yarn,,Full-Stack Developer,3
HTML/CSS;JavaScript;TypeScript,Express;Node.js;React,Docker;npm;Webpack;Yarn,Electron,Front-End Developer,2
HTML/CSS;JavaScript;Python;Visual Basic (.Net),Node.js,npm;Pip,.NET (5+) ;.NET Framework (1.0 - 4.8),Qa Or Test Developer,0
C#,,MSBuild;NuGet;Visual Studio Solution,.NET (5+) ,Back-End Developer,0
Bash/Shell (all shells);HTML/CSS;Python,,Pip,NumPy;Pandas,Full-Stack Developer,3
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,Express;Flask;jQuery;Node.js;Svelte;Vue.js;WordPress,Docker;npm;Pip;pnpm;Vite,Cordova;Electron;Ionic;OpenGL,Full-Stack Developer,3
C++;Dart;Go;Julia;Kotlin;Lua;PowerShell;Python;Ruby;Rust;Swift;TypeScript,Django;Ruby on Rails;Svelte,Chocolatey;Homebrew;npm;Pip;Vite,Flutter;SwiftUI,System Administrator,3
Java,,Docker;Maven (build tool),,Back-End Developer,5
HTML/CSS;Python;Swift,,Unity 3D,SwiftUI,Desktop Or Enterprise Applications Developer,1
GDScript;Go;HTML/CSS;Lua;Rust;SQL;TypeScript,Express;Fastify;Laravel;Next.js;Node.js;React,Cargo;Docker;Godot;pnpm;Podman;Unity 3D,RabbitMQ;React Native,Back-End Developer,3
C;C#;C++,Django;Node.js,Visual Studio Solution,Spring Framework,Database Administrator,3
Java;Kotlin;SQL,Spring Boot,Docker;Gradle;Homebrew;Kubernetes;Terraform,Apache Kafka;RabbitMQ,Back-End Developer,5
C#;SQL,ASP.NET CORE,MSBuild,.NET (5+) ;.NET MAUI,"Senior Executive (C-Suite, Vp, Etc.)",0
C;C#;HTML/CSS;Java;JavaScript;Lua;PowerShell;Rust;SQL;TypeScript,Angular;Express;Node.js;Spring Boot,Gradle;Kubernetes;npm,Spring Framework,Full-Stack Developer,5
Go;TypeScript,Express,Kubernetes;Terraform;Yarn,,Back-End Developer,3
JavaScript;TypeScript,NestJS;Next.js;Node.js;React,Chocolatey;Docker;Homebrew;Kubernetes;npm;pnpm;Vite,React Native,Full-Stack Developer,3
C#;JavaScript;SQL,ASP.NET;React,Docker;npm;NuGet,.NET (5+) ;.NET Framework (1.0 - 4.8);React Native,Full-Stack Developer,0
C;HTML/CSS;Java;JavaScript;TypeScript,jQuery;Node.js;Svelte;Vue.js,Chocolatey;CMake;Docker;Make;Maven (build tool);npm;pnpm;Webpack;Yarn,,Front-End Developer,2
Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;OCaml;Prolog;Python;Rust;SQL;TypeScript,Angular;AngularJS;Django;Express;Flask;Node.js,Cargo;CMake;Docker;Gradle;Make;Maven (build tool);Pip;Webpack,Ionic;NumPy;Opencv,Full-Stack Developer,3
C#;Python;Rust;SQL;TypeScript,FastAPI;Flask;React;Vue.js,Cargo;Godot;Make;Pip,NumPy;Opencv;RabbitMQ,Back-End Developer,3
C++;Python,,CMake;GNU GCC;MSBuild;Yarn,,Embedded Applications Or Devices Developer,1
Bash/Shell (all shells);HTML/CSS;JavaScript;R;SQL,jQuery;Node.js;React,,Keras;TensorFlow;Tidyverse,Full-Stack Developer,3
Bash/Shell (all shells);C#;Java;Perl;Python;Rust;SQL;Visual Basic (.Net),ASP.NET;ASP.NET CORE;jQuery,Chocolatey;CMake;GNU GCC;Homebrew;Maven (build tool);NuGet;Visual Studio Solution,.NET Framework (1.0 - 4.8),Full-Stack Developer,0
Bash/Shell (all shells);Groovy;HTML/CSS;Java;Perl;Rust;SQL,,Gradle,,Back-End Developer,3
C#;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA;Visual Basic (.Net),Angular;AngularJS;ASP.NET CORE;Blazor;Node.js;Vue.js,Docker;Gradle;Kubernetes;Maven (build tool);MSVC;npm;NuGet;Visual Studio Solution;Vite;Webpack;Yarn,.NET (5+) ;.NET MAUI;Electron;RabbitMQ;Spring Framework;Xamarin,Full-Stack Developer,0
HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Angular;Spring Boot,Ant;Chocolatey;Godot;Maven (build tool);npm,Cordova,Full-Stack Developer,5
C#,ASP.NET CORE;Vue.js,Unity 3D;Visual Studio Solution,.NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;RabbitMQ;SwiftUI,Back-End Developer,0
Groovy;HTML/CSS;JavaScript;Ruby;Rust;SQL;TypeScript,Express;Node.js;React;WordPress,Cargo;npm;Pip;Webpack,Tauri,Full-Stack Developer,3
C++;JavaScript;Python;Rust;TypeScript,React,Ansible;Cargo;GNU GCC;Make;Pip,,Blockchain,3
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript,Express;Node.js;React,npm;Pip;Webpack;Yarn,,Front-End Developer,2
C#;JavaScript;PowerShell;SQL;TypeScript,Angular;ASP.NET;ASP.NET CORE,,.NET (5+) ;.NET Framework (1.0 - 4.8),Security Professional,0
C#;HTML/CSS;JavaScript;Python;Solidity;SQL;TypeScript,Express;Gatsby;Node.js;React,Chocolatey;Docker;Homebrew;Webpack;Yarn,RabbitMQ,Full-Stack Developer,3
Bash/Shell (all shells);Elixir;Ruby;SQL,Phoenix,,,Back-End Developer,3
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL,Laravel;Vue.js,APT;Composer;Docker;npm;Webpack,,"Senior Executive (C-Suite, Vp, Etc.)",6
Apex;C#;Java;JavaScript;Julia;Python;Rust;TypeScript,ASP.NET;ASP.NET CORE;jQuery;Node.js;Spring Boot;Vue.js,Chocolatey;Docker;Gradle;Kubernetes;Maven (build tool);npm;NuGet,.NET (5+) ;Keras;NumPy;Spring Framework;TensorFlow;Torch/PyTorch,Full-Stack Developer,3
C#;HTML/CSS;Java;JavaScript;SQL,ASP.NET;ASP.NET CORE;jQuery;Vue.js,Maven (build tool);MSBuild;Visual Studio Solution,.NET (5+) ;.NET Framework (1.0 - 4.8),Full-Stack Developer,0
HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,jQuery;Node.js;React;WordPress,npm;Webpack,React Native,System Administrator,3
Clojure;HTML/CSS;Java;JavaScript,React;Spring Boot,Ant;CMake;Docker;Make,,Full-Stack Developer,3
Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;SQL,,Cargo,,"Senior Executive (C-Suite, Vp, Etc.)",6
Bash/Shell (all shells);C#;JavaScript;PowerShell;SQL;TypeScript,Angular;AngularJS;ASP.NET;ASP.NET CORE;Node.js,APT;Docker;npm;NuGet;Pulumi;Terraform,.NET (5+) ;.NET Framework (1.0 - 4.8);RabbitMQ,Full-Stack Developer,0
Bash/Shell (all shells);HTML/CSS;Rust;TypeScript,Deno;Express;NestJS;Next.js;Node.js;Nuxt.js;Play Framework;React;Remix;Solid.js;Svelte;Vue.js,APT;Cargo;Docker;Make;Nix;npm;Pacman;Pip;pnpm;Podman;Vite;Webpack;Yarn,Tauri,Full-Stack Developer,3
Bash/Shell (all shells);Python;R,,Pip,NumPy;Pandas;Scikit-Learn;Tidyverse,"Senior Executive (C-Suite, Vp, Etc.)",6
Java;SQL,Node.js;Spring Boot,Homebrew,RabbitMQ,Back-End Developer,5
C#;Groovy;Java;PowerShell;Python;Rust;SQL,FastAPI,bandit;Cargo;Chocolatey;Docker;Gradle;Maven (build tool);MSBuild;NuGet;Terraform,.NET (5+) ;.NET Framework (1.0 - 4.8),Back-End Developer,0
HTML/CSS;JavaScript;Ruby;TypeScript,React;Ruby on Rails,Docker;Homebrew;npm;Webpack;Yarn,,Full-Stack Developer,3
JavaScript;TypeScript,React,,,Full-Stack Developer,3
Bash/Shell (all shells);JavaScript;Python;SQL,Node.js,Docker;npm;Pip;Pulumi,Apache Spark,Back-End Developer,3
C#;HTML/CSS;Java;JavaScript;Python;SQL,AngularJS;ASP.NET CORE;React;Spring Boot,Docker;Maven (build tool);Pip;Terraform,.NET (5+) ,Data Or Business Analyst,6
Bash/Shell (all shells);Java;Python,Spring Boot,Gradle;Homebrew;Kubernetes;Maven (build tool),Spring Framework,Back-End Developer,5
Bash/Shell (all shells);C++;Python;Rust;SQL,,APT;Cargo;Docker;Make;Pip,CUDA;NumPy;Torch/PyTorch,Desktop Or Enterprise Applications Developer,1
C#;MATLAB;PHP,ASP.NET;ASP.NET CORE;jQuery;WordPress,Maven (build tool),Xamarin,Database Administrator,5
Python;Rust;SQL,Django,Cargo,,Back-End Developer,3
Bash/Shell (all shells);HTML/CSS;Java;JavaScript,Express;jQuery;Node.js,Docker;Maven (build tool);npm,,Full-Stack Developer,5
Ada;Fortran,NestJS,doctest,Hadoop,Research & Development Role,6
C++;HTML/CSS;JavaScript;PHP;Python;SQL,,Composer;GNU GCC;Make;Pip,NumPy,Scientist,6
Bash/Shell (all shells);Go;JavaScript;TypeScript,Express;Flask;NestJS;Node.js;React,Docker;Homebrew;Kubernetes;npm;Terraform;Vite;Yarn,,Back-End Developer,3
HTML/CSS;Kotlin;TypeScript,React;Spring Boot,Docker;Gradle;Homebrew;Kubernetes;npm,Flutter,Full-Stack Developer,3
Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL,ASP.NET;CodeIgniter;Express;Flask;jQuery;Laravel;Node.js;React;WordPress,APT;Composer;Docker;GNU GCC;Make;Maven (build tool);npm;NuGet;Pacman;Webpack;Yarn,.NET (5+) ;.NET Framework (1.0 - 4.8),Full-Stack Developer,0
C++;Python;Rust;Swift;TypeScript,Next.js;React,Cargo;CMake;Docker,NumPy;React Native,Research & Development Role,6
Bash/Shell (all shells);Kotlin;Python;Rust;SQL,FastAPI,Cargo;Docker;Homebrew;Kubernetes;Pacman;Pip;Terraform,,Back-End Developer,3
HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Express;jQuery;Laravel;NestJS;Next.js;Node.js;React;WordPress,npm;pnpm;Vite;Webpack;Yarn,NumPy;Pandas,Full-Stack Developer,3
C#;JavaScript;SQL,AngularJS;ASP.NET;ASP.NET CORE;Next.js;Node.js;React,NuGet;Visual Studio Solution;Yarn,.NET (5+) ;.NET Framework (1.0 - 4.8),Back-End Developer,0
HTML/CSS;JavaScript;Python;SQL,Django,npm;Webpack,,Product Manager,6
Go;JavaScript;Rust;TypeScript,,Cargo;Docker;Kubernetes,Hugging Face Transformers,Cloud Infrastructure Engineer,6
C;C#;PowerShell;Python;TypeScript,Flask;React,MSBuild;NuGet;Pip;Visual Studio Solution,.NET (5+) ;.NET Framework (1.0 - 4.8),Desktop Or Enterprise Applications Developer,0
C;C#;C++;JavaScript;PowerShell;Python;SQL;TypeScript,AngularJS;ASP.NET;ASP.NET CORE;Blazor;Node.js;Vue.js,Ansible;Chocolatey;CMake;Docker;Gradle;MSBuild;npm;NuGet;Terraform;Unity 3D;Vite;Yarn,.NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;Electron;MFC;RabbitMQ;Uno Platform,Cloud Infrastructure Engineer,6
C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),ASP.NET;ASP.NET CORE;jQuery,MSBuild;NuGet;Visual Studio Solution,.NET (5+) ;.NET Framework (1.0 - 4.8),Full-Stack Developer,0
C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Angular;ASP.NET CORE;Express;Next.js;Node.js;React,Docker;npm;Pip;Vite,Capacitor;Ionic,Full-Stack Developer,3
C#;Dart;Go;HTML/CSS;JavaScript;Kotlin,,Docker;Gradle,.NET (5+) ;Flutter,Mobile Developer,4
Bash/Shell (all shells);Groovy;JavaScript;Python,Django;Flask,Ansible;Kubernetes;MSBuild;npm;NuGet;Pip;Terraform,,Devops Specialist,6
C;C++;Java;Python,,CMake;Google Test,,Hardware Engineer,6
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),Angular;ASP.NET;ASP.NET CORE;React,npm;NuGet;Visual Studio Solution;Webpack;Yarn,.NET (5+) ;.NET Framework (1.0 - 4.8);React Native,Full-Stack Developer,0
JavaScript;TypeScript,React,npm;Vite;Webpack,,Full-Stack Developer,3
Java;JavaScript,Node.js;Spring Boot,Docker;Gradle;Maven (build tool);npm,,Back-End Developer,5
C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,ASP.NET CORE;Blazor;Django;jQuery;Lit,Chocolatey;npm;NuGet;Pip;Terraform;Visual Studio Solution;Webpack,.NET (5+) ;NumPy;Pandas,Full-Stack Developer,3
Go;Java;JavaScript;PHP;Python;Rust;TypeScript,Express;NestJS;Node.js;Spring Boot,Cargo;Docker;Homebrew,Spring Framework,Back-End Developer,5
Bash/Shell (all shells);Java;JavaScript;Kotlin;Python;TypeScript,React,Docker;Homebrew;Kubernetes;Maven (build tool);npm;Yarn,Apache Kafka;Spring Framework,Full-Stack Developer,5
Assembly;C;C++;Java;Python;Rust,,CMake;Docker;LLVM's Clang;Pip,,Research & Development Role,6
C++;Python,,CMake;GNU GCC;Google Test;MSVC,,Embedded Applications Or Devices Developer,1
Assembly;Bash/Shell (all shells);C#;C++;Go;HTML/CSS;JavaScript;PowerShell;SQL;VBA,ASP.NET;ASP.NET CORE;Blazor,NuGet;Unity 3D;Unreal Engine;Visual Studio Solution,.NET (5+) ;.NET Framework (1.0 - 4.8),Full-Stack Developer,0
Bash/Shell (all shells);C++;Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,jQuery;Spring Boot;Vue.js,CMake;Docker;GNU GCC;Kubernetes;Maven (build tool);npm;Pip;Webpack,Apache Kafka;Spring Framework,Full-Stack Developer,3
Bash/Shell (all shells);Go;HTML/CSS;SQL;TypeScript,Nuxt.js;React;Vue.js,Vite,,Full-Stack Developer,3
C;C++;Java;JavaScript;Kotlin;PHP;Python;Rust;TypeScript,Node.js;React;WordPress,Cargo;Catch2;CMake;GNU GCC;LLVM's Clang;Make;MSBuild;MSVC;Ninja;npm;Unity 3D;Unreal Engine;Webpack,OpenGL,Full-Stack Developer,3
Bash/Shell (all shells);C#;F#;JavaScript;SQL;TypeScript;Visual Basic (.Net),ASP.NET CORE;Express;Node.js;React,Webpack;Yarn,.NET Framework (1.0 - 4.8);RabbitMQ,Full-Stack Developer,0
Java;Kotlin;Lua;SQL,Spring Boot,Gradle;Homebrew;Maven (build tool),Spring Framework,Back-End Developer,5
C#;Java;JavaScript,,Docker;Gradle;Homebrew;Kubernetes;Maven (build tool);npm;NuGet,.NET (5+) ,Back-End Developer,3
HTML/CSS;JavaScript;TypeScript,jQuery;React,Docker;npm;Unity 3D;Webpack;Yarn,,Front-End Developer,2
Assembly;C#;Java;JavaScript;SQL;TypeScript,Angular;ASP.NET CORE,APT;Docker;Homebrew;Maven (build tool);MSBuild;npm;NuGet;Visual Studio Solution,.NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;Spring Framework;Xamarin,Full-Stack Developer,0
Bash/Shell (all shells);Go;PHP,Symfony,Composer;Docker;Kubernetes;Make;Meson;Ninja;Pacman,,Back-End Developer,3
Bash/Shell (all shells);C;C++;GDScript;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Perl;PHP;Python;Ruby;SQL;Swift;TypeScript,Angular;jQuery;Node.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress,Ansible;Docker;GNU GCC;Godot;Gradle;Homebrew;Kubernetes;LLVM's Clang;Make;Maven (build tool);npm;Pip;Webpack;Yarn,Electron;OpenGL;Qt;Spring Framework;SwiftUI,Full-Stack Developer,3
C;C#;Python;Visual Basic (.Net),,,.NET (5+) ;.NET Framework (1.0 - 4.8);NumPy;Pandas,Embedded Applications Or Devices Developer,0
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,Angular;AngularJS;Django;Express;Next.js;Node.js;Nuxt.js;React;Spring Boot;Vue.js,Ansible;Cargo;Homebrew;Kubernetes;Maven (build tool);npm;Pacman;Pip;pnpm;Webpack;Yarn,Apache Kafka;Electron;Keras;NumPy;React Native;Scikit-Learn;Spring Framework;TensorFlow;Torch/PyTorch,Full-Stack Developer,3
Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Angular;Deno;Django;NestJS;Node.js;React,Docker;Make;npm;Pacman;Terraform,,Back-End Developer,3
C++;Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Express;Next.js;Node.js;React,npm;pnpm;Vite;Webpack;Yarn,Flutter;React Native,Front-End Developer,2
HTML/CSS;JavaScript;PHP;SQL,Fastify;Laravel;Node.js;Nuxt.js;Vue.js,Docker;Kubernetes;npm;Webpack,RabbitMQ,Front-End Developer,2
C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift,Flask;jQuery;WordPress,Ant;CMake;Dagger;Docker;Gradle;Homebrew;Maven (build tool);Pip;Webpack,React Native;Spring Framework,"Senior Executive (C-Suite, Vp, Etc.)",6
C#;JavaScript;SQL,ASP.NET,Visual Studio Solution,.NET Framework (1.0 - 4.8),Full-Stack Developer,0
Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;Python;SQL,,Ansible;APT;Docker;Kubernetes;Make;Pip,,Back-End Developer,3
Bash/Shell (all shells);C;C#;C++;PowerShell;Python,,CMake;Docker;MSBuild;MSVC;Podman;Visual Studio Solution,Qt,Back-End Developer,3
JavaScript;Python,Django;Node.js;Nuxt.js;Vue.js,npm;Pip;Vite,Flutter,Front-End Developer,2
C#;JavaScript;SQL,ASP.NET CORE,MSBuild;NuGet;Terraform;Visual Studio Solution,.NET (5+) ,Back-End Developer,0
C#;Rust,ASP.NET CORE,MSBuild,Xamarin,Full-Stack Developer,3
C;C++;Java;Python,,Ansible;CMake;Docker;GNU GCC;LLVM's Clang;Ninja,,Embedded Applications Or Devices Developer,1
Java;Kotlin,Node.js,,Flutter;NumPy;Opencv;Pandas,Front-End Developer,2
C;C#;C++;Rust,Node.js,Cargo;CMake;LLVM's Clang;MSBuild;MSVC;NuGet;Visual Studio Solution,.NET Framework (1.0 - 4.8),Desktop Or Enterprise Applications Developer,1
